人名,x坐标,y坐标,z坐标
容子矩,-0.003361564588153864,0.003370458064287218,0.03611116318990752
察合台,0.0294261872515461,0.03522072585227556,-0.04595300228112717
察尔珠,-0.006460471627211849,-0.010175235266742477,-0.0036057027056521545
寿南山,0.030865148997923357,-0.046823526755335895,0.007345050187522385
封万里,0.004000947788336949,0.021571731428234996,0.018841774901340508
封坛主,-0.02542205420569275,-0.011064438001867093,-0.022238973198277612
尉迟连,0.003450246527398991,0.02925327649675301,-0.0829712632965501
小凤,0.008256159213759603,-0.0360460616491924,0.022794673224973163
小宝,0.02325512436779098,-0.008904078989432932,-0.030458352892336834
小昭,-0.0018622886536600691,0.011222606165718943,0.006658675651952531
小桂子,-0.01017589835841476,0.0026184475587467176,0.0033816102062092833
小棒头,0.013845718380591628,-0.027339310389989605,0.026777123045931824
小玄子,-0.009673661842517068,0.016280966822261947,0.014858917274855556
小王将军,0.006575617592971869,0.014528663523833675,-0.016430458513007753
小王爷,0.03232509575027243,-0.01951594452115666,0.023816072211479192
小翠,0.01891331714540974,-0.009321888265356675,0.07550539696296094
小菊,-0.043608910357938596,0.01222320873951657,0.04862874972102781
小阿紫,-0.03155251206138021,-0.048116397348865636,-0.03581063389481853
小龙女,-0.03995638758703608,0.03977626061832359,-0.007263044931420461
尤得胜,-0.007211449370862335,0.004915749043656514,-0.0723992728177387
尹克西,0.031234047193186724,0.024865667982603572,-0.03082183697106184
尹志平,-0.0008044282222298422,-0.05940697299283292,-0.009971588138557195
尹章垓,0.02688668121452418,0.01606486830907762,0.011526804836345135
尼摩星,0.029981508799839754,-0.02390270395034195,-0.028061932786972225
展飞,-0.0035462848434797186,-0.03143673626666567,0.011998763906045474
岑其斯,-0.02517164460751997,-0.022419558406491496,-0.01857472689756218
岳不群,-0.04801934913987691,-0.03344402976875714,0.01883921277450199
岳先生,-0.017427626874309935,0.0016758210804201814,0.012417755916742898
岳姑娘,-0.006042449844584893,0.021436465260813196,0.014898824437016976
岳灵珊,-0.022170459171350694,-0.0025542024136770915,-0.007593868668981082
岳老三,-0.008040123782218838,0.023006188553666415,0.01932765509238425
崔希敏,-0.003173929299927952,0.05534555689128051,-0.03344600279929688
崔志方,0.061922260142791535,0.025361303548558076,-0.017073505418250094
崔百泉,0.016173108690194896,-0.0163228538459644,-0.028449583724501154
崔瞎子,-0.010000386026813872,-0.05155941737436741,-0.019216684568359645
崔秋山,0.008220014410794261,0.04960476803162431,0.049524083572696886
崔绿华,0.043964048288207144,-0.02219435504719648,-0.04324627017836205
左冷禅,0.008386200262988423,0.031852120102467574,-0.08203659842517387
左子穆,-0.011070953369104247,0.08012958552314588,0.0004343132121614866
巴天石,0.07482323803415772,0.02217971283922983,0.023627087155198782
巴泰,-0.014893781147280577,0.037949287954654735,0.015328696250393455
常伯志,-0.02817188039566562,0.015334551307607447,0.009155652287283812
常敬之,-0.009678946581349226,-0.06344278037644151,0.017932769076299232
常赫志,-0.002939453693788954,0.022230083806023794,0.06149361249512324
常遇春,0.026903306061524197,-0.03807359518122393,-0.029216913288427418
常金鹏,-0.03703908420415138,0.010736199095891689,0.030625582454925762
